ArrayTaskID date     time lead time
0           20040506 0600 96       
1           20040506 0600 168      
2           20040506 1200 90       
3           20040506 1200 168      
4           20040506 1800 84       
5           20040506 1800 168      
6           20040507 0000 78       
7           20040507 0000 168      
8           20040507 0600 72       
9           20040507 0600 168      
10          20040507 1200 66       
11          20040507 1200 168      
12          20040507 1800 60       
13          20040507 1800 168      
14          20040508 0000 54       
15          20040508 0000 168      
16          20040508 0600 48       
17          20040508 0600 168      
18          20040508 1200 42       
19          20040508 1200 168      
20          20040508 1800 36       
21          20040508 1800 168      
22          20040509 0000 30       
23          20040509 0000 168      
24          20040509 0600 24       
25          20040509 0600 168      
26          20040509 1200 18       
27          20040509 1200 168      
28          20040509 1800 12       
29          20040509 1800 168      
30          20040510 0000 6        
31          20040510 0000 168      
32          20040510 0600 168      
33          20040510 1200 162      
34          20040510 1800 156      
35          20040511 0000 150      
36          20040511 0600 144      
37          20040511 1200 138      
38          20040511 1800 132      
39          20040512 0000 126      
40          20040512 0600 120      
41          20040512 1200 114      
42          20040512 1800 108      
43          20040513 0000 102      
44          20040513 0000 168      
45          20040513 0600 96       
46          20040513 0600 168      
47          20040513 1200 90       
48          20040513 1200 168      
49          20040513 1800 84       
50          20040513 1800 168      
51          20040514 0000 78       
52          20040514 0000 108      
53          20040514 0000 168      
54          20040514 0600 72       
55          20040514 0600 102      
56          20040514 0600 168      
57          20040514 1200 66       
58          20040514 1200 96       
59          20040514 1200 168      
60          20040514 1800 60       
61          20040514 1800 90       
62          20040514 1800 120      
63          20040514 1800 168      
64          20040515 0000 54       
65          20040515 0000 84       
66          20040515 0000 114      
67          20040515 0000 168      
68          20040515 0600 48       
69          20040515 0600 78       
70          20040515 0600 108      
71          20040515 0600 162      
72          20040515 0600 168      
73          20040515 1200 42       
74          20040515 1200 72       
75          20040515 1200 102      
76          20040515 1200 156      
77          20040515 1200 168      
78          20040515 1800 36       
79          20040515 1800 66       
80          20040515 1800 96       
81          20040515 1800 150      
82          20040515 1800 168      
83          20040516 0000 30       
84          20040516 0000 60       
85          20040516 0000 90       
86          20040516 0000 144      
87          20040516 0000 162      
88          20040516 0600 24       
89          20040516 0600 54       
90          20040516 0600 84       
91          20040516 0600 138      
92          20040516 0600 156      
93          20040516 1200 18       
94          20040516 1200 48       
95          20040516 1200 78       
96          20040516 1200 132      
97          20040516 1200 150      
98          20040516 1800 12       
99          20040516 1800 42       
100         20040516 1800 72       
101         20040516 1800 126      
102         20040516 1800 144      
103         20040517 0000 6        
104         20040517 0000 36       
105         20040517 0000 66       
106         20040517 0000 120      
107         20040517 0000 138      
108         20040517 0600 30       
109         20040517 0600 60       
110         20040517 0600 114      
111         20040517 0600 132      
112         20040517 1200 24       
113         20040517 1200 54       
114         20040517 1200 108      
115         20040517 1200 126      
116         20040517 1800 18       
117         20040517 1800 48       
118         20040517 1800 102      
119         20040517 1800 120      
120         20040518 0000 12       
121         20040518 0000 42       
122         20040518 0000 96       
123         20040518 0000 114      
124         20040518 0600 6        
125         20040518 0600 36       
126         20040518 0600 90       
127         20040518 0600 108      
128         20040518 1200 30       
129         20040518 1200 84       
130         20040518 1200 102      
131         20040518 1800 24       
132         20040518 1800 78       
133         20040518 1800 96       
134         20040519 0000 18       
135         20040519 0000 72       
136         20040519 0000 90       
137         20040519 0600 12       
138         20040519 0600 66       
139         20040519 0600 84       
140         20040519 1200 6        
141         20040519 1200 60       
142         20040519 1200 78       
143         20040519 1800 54       
144         20040519 1800 72       
145         20040520 0000 48       
146         20040520 0000 66       
147         20040520 0600 42       
148         20040520 0600 60       
149         20040520 1200 36       
150         20040520 1200 54       
151         20040520 1800 30       
152         20040520 1800 48       
153         20040521 0000 24       
154         20040521 0000 42       
155         20040521 0600 18       
156         20040521 0600 36       
157         20040521 1200 12       
158         20040521 1200 30       
159         20040521 1800 6        
160         20040521 1800 24       
161         20040522 0000 18       
162         20040522 0000 96       
163         20040522 0600 12       
164         20040522 0600 90       
165         20040522 1200 6        
166         20040522 1200 84       
167         20040522 1800 78       
168         20040523 0000 72       
169         20040523 0600 66       
170         20040523 1200 60       
171         20040523 1800 54       
172         20040524 0000 48       
173         20040524 0600 42       
174         20040524 1200 36       
175         20040524 1800 30       
176         20040525 0000 24       
177         20040525 0600 18       
178         20040525 1200 12       
179         20040525 1800 6        
180         20040604 0600 168      
181         20040604 1200 168      
182         20040604 1800 168      
183         20040605 0000 168      
184         20040605 0600 168      
185         20040605 1200 168      
186         20040605 1800 168      
187         20040606 0000 168      
188         20040606 0600 168      
189         20040606 1200 168      
190         20040606 1800 168      
191         20040607 0000 168      
192         20040607 0600 168      
193         20040607 1200 168      
194         20040607 1800 168      
195         20040608 0000 162      
196         20040608 0000 168      
197         20040608 0600 156      
198         20040608 0600 168      
199         20040608 1200 150      
200         20040608 1200 168      
201         20040608 1800 144      
202         20040608 1800 162      
203         20040609 0000 138      
204         20040609 0000 156      
205         20040609 0600 132      
206         20040609 0600 150      
207         20040609 1200 126      
208         20040609 1200 144      
209         20040609 1800 120      
210         20040609 1800 138      
211         20040610 0000 114      
212         20040610 0000 132      
213         20040610 0600 108      
214         20040610 0600 126      
215         20040610 1200 102      
216         20040610 1200 120      
217         20040610 1800 96       
218         20040610 1800 114      
219         20040611 0000 90       
220         20040611 0000 108      
221         20040611 0600 84       
222         20040611 0600 102      
223         20040611 1200 78       
224         20040611 1200 96       
225         20040611 1800 72       
226         20040611 1800 90       
227         20040611 1800 168      
228         20040612 0000 66       
229         20040612 0000 84       
230         20040612 0000 168      
231         20040612 0600 60       
232         20040612 0600 78       
233         20040612 0600 168      
234         20040612 1200 54       
235         20040612 1200 72       
236         20040612 1200 168      
237         20040612 1800 48       
238         20040612 1800 66       
239         20040612 1800 168      
240         20040613 0000 42       
241         20040613 0000 60       
242         20040613 0000 168      
243         20040613 0600 36       
244         20040613 0600 54       
245         20040613 0600 168      
246         20040613 1200 30       
247         20040613 1200 48       
248         20040613 1200 168      
249         20040613 1800 24       
250         20040613 1800 42       
251         20040613 1800 168      
252         20040614 0000 18       
253         20040614 0000 36       
254         20040614 0000 168      
255         20040614 0600 12       
256         20040614 0600 30       
257         20040614 0600 168      
258         20040614 1200 6        
259         20040614 1200 24       
260         20040614 1200 168      
261         20040614 1800 18       
262         20040614 1800 168      
263         20040615 0000 12       
264         20040615 0000 168      
265         20040615 0600 6        
266         20040615 0600 168      
267         20040615 1200 168      
268         20040615 1800 168      
269         20040616 0000 168      
270         20040616 0600 168      
271         20040616 1200 168      
272         20040616 1800 168      
273         20040617 0000 168      
274         20040617 0600 168      
275         20040617 1200 168      
276         20040617 1800 168      
277         20040618 0000 168      
278         20040618 0600 168      
279         20040618 1200 168      
280         20040618 1800 168      
281         20040619 0000 168      
282         20040619 0600 168      
283         20040619 1200 168      
284         20040619 1800 168      
285         20040620 0000 168      
286         20040620 0600 168      
287         20040620 1200 168      
288         20040620 1800 168      
289         20040621 0000 168      
290         20040621 0600 168      
291         20040621 1200 168      
292         20040621 1800 162      
293         20040621 1800 168      
294         20040622 0000 156      
295         20040622 0000 168      
296         20040622 0600 150      
297         20040622 0600 168      
298         20040622 1200 144      
299         20040622 1200 168      
