ArrayTaskID date     time lead time
0           20040814 0000 168      
1           20040814 0600 168      
2           20040814 1200 168      
3           20040814 1800 168      
4           20040815 0000 168      
5           20040815 0600 168      
6           20040815 1200 162      
7           20040815 1800 156      
8           20040816 0000 150      
9           20040816 0600 144      
10          20040816 1200 138      
11          20040816 1800 132      
12          20040817 0000 126      
13          20040817 0600 120      
14          20040817 1200 114      
15          20040817 1800 108      
16          20040818 0000 102      
17          20040818 0600 96       
18          20040818 1200 90       
19          20040818 1800 84       
20          20040819 0000 78       
21          20040819 0600 72       
22          20040819 1200 66       
23          20040819 1800 60       
24          20040820 0000 54       
25          20040820 0600 48       
26          20040820 1200 42       
27          20040820 1800 36       
28          20040821 0000 30       
29          20040821 0600 24       
30          20040821 1200 18       
31          20040821 1800 12       
32          20040822 0000 6        
