ArrayTaskID date     time lead time
0           20040819 0600 156      
1           20040819 1200 150      
2           20040819 1800 144      
3           20040820 0000 138      
4           20040820 0600 132      
5           20040820 1200 126      
6           20040820 1800 120      
7           20040821 0000 114      
8           20040821 0600 108      
9           20040821 1200 102      
10          20040821 1800 96       
11          20040822 0000 90       
12          20040822 0600 84       
13          20040822 1200 78       
14          20040822 1800 72       
15          20040823 0000 66       
16          20040823 0600 60       
17          20040823 1200 54       
18          20040823 1800 48       
19          20040824 0000 42       
20          20040824 0600 36       
21          20040824 1200 30       
22          20040824 1800 24       
23          20040825 0000 18       
24          20040825 0600 12       
25          20040825 1200 6        
