ArrayTaskID date     time lead time
0           20040402 0000 168      
1           20040402 0600 168      
2           20040402 1200 168      
3           20040402 1800 168      
4           20040403 0000 168      
5           20040403 0600 168      
6           20040403 1200 168      
7           20040403 1800 168      
8           20040404 0000 168      
9           20040404 0600 168      
10          20040404 1200 168      
11          20040404 1800 168      
12          20040405 0000 168      
13          20040405 0600 168      
14          20040405 1200 168      
15          20040405 1800 168      
16          20040406 0000 168      
17          20040406 0600 168      
18          20040406 1200 168      
19          20040406 1800 168      
20          20040407 0000 168      
21          20040407 0600 168      
22          20040407 1200 168      
23          20040407 1800 168      
24          20040408 0000 168      
25          20040408 0600 168      
26          20040408 1200 168      
27          20040408 1800 168      
28          20040409 0000 168      
29          20040409 0600 168      
30          20040409 1200 168      
31          20040409 1800 168      
32          20040410 0000 168      
33          20040410 0600 168      
34          20040410 1200 168      
35          20040410 1800 168      
36          20040411 0000 168      
37          20040411 0600 162      
38          20040411 1200 156      
39          20040411 1800 150      
40          20040412 0000 144      
41          20040412 0600 138      
42          20040412 1200 132      
43          20040412 1800 126      
44          20040413 0000 120      
45          20040413 0600 114      
46          20040413 1200 108      
47          20040413 1800 102      
48          20040414 0000 96       
49          20040414 0600 90       
50          20040414 1200 84       
51          20040414 1800 78       
52          20040415 0000 72       
53          20040415 0600 66       
54          20040415 1200 60       
55          20040415 1800 54       
56          20040416 0000 48       
57          20040416 0600 42       
58          20040416 1200 36       
59          20040416 1800 30       
60          20040417 0000 24       
61          20040417 0600 18       
62          20040417 1200 12       
63          20040417 1800 6        
