ArrayTaskID date     time lead time
0           20040824 0600 78       
1           20040824 0600 96       
2           20040824 0600 162      
3           20040824 0600 168      
4           20040824 1200 6        
5           20040824 1200 30       
6           20040824 1200 72       
7           20040824 1200 90       
8           20040824 1200 156      
9           20040824 1200 168      
10          20040824 1800 24       
11          20040824 1800 66       
12          20040824 1800 84       
13          20040824 1800 150      
14          20040824 1800 168      
15          20040825 0000 18       
16          20040825 0000 60       
17          20040825 0000 78       
18          20040825 0000 144      
19          20040825 0000 168      
20          20040825 0600 12       
21          20040825 0600 54       
22          20040825 0600 72       
23          20040825 0600 138      
24          20040825 0600 168      
25          20040825 1200 6        
26          20040825 1200 48       
27          20040825 1200 66       
28          20040825 1200 132      
29          20040825 1200 168      
30          20040825 1800 42       
31          20040825 1800 60       
32          20040825 1800 126      
33          20040825 1800 168      
34          20040826 0000 36       
35          20040826 0000 54       
36          20040826 0000 120      
37          20040826 0000 168      
38          20040826 0600 30       
39          20040826 0600 48       
40          20040826 0600 114      
41          20040826 0600 168      
42          20040826 1200 24       
43          20040826 1200 42       
44          20040826 1200 108      
45          20040826 1200 168      
46          20040826 1800 18       
47          20040826 1800 36       
48          20040826 1800 102      
49          20040826 1800 168      
50          20040827 0000 12       
51          20040827 0000 30       
52          20040827 0000 96       
53          20040827 0000 168      
54          20040827 0600 6        
55          20040827 0600 24       
56          20040827 0600 90       
57          20040827 0600 168      
58          20040827 1200 18       
59          20040827 1200 84       
60          20040827 1200 156      
61          20040827 1200 168      
62          20040827 1800 12       
63          20040827 1800 78       
64          20040827 1800 90       
65          20040827 1800 150      
66          20040827 1800 162      
67          20040827 1800 168      
68          20040828 0000 6        
69          20040828 0000 72       
70          20040828 0000 84       
71          20040828 0000 144      
72          20040828 0000 156      
73          20040828 0000 168      
74          20040828 0600 66       
75          20040828 0600 78       
76          20040828 0600 138      
77          20040828 0600 150      
78          20040828 0600 168      
79          20040828 1200 60       
80          20040828 1200 72       
81          20040828 1200 132      
82          20040828 1200 144      
83          20040828 1200 168      
84          20040828 1800 54       
85          20040828 1800 66       
86          20040828 1800 126      
87          20040828 1800 138      
