ArrayTaskID date     time lead time
0           20031216 0000 168      
1           20031216 0600 162      
2           20031216 1200 156      
3           20031216 1800 150      
4           20031217 0000 144      
5           20031217 0600 138      
6           20031217 1200 132      
7           20031217 1800 126      
8           20031218 0000 120      
9           20031218 0600 114      
10          20031218 1200 108      
11          20031218 1800 102      
12          20031219 0000 96       
13          20031219 0600 90       
14          20031219 1200 84       
15          20031219 1800 78       
16          20031220 0000 72       
17          20031220 0600 66       
18          20031220 1200 60       
19          20031220 1800 54       
20          20031221 0000 48       
21          20031221 0600 42       
22          20031221 1200 36       
23          20031221 1800 30       
24          20031222 0000 24       
25          20031222 0600 18       
26          20031222 1200 12       
27          20031222 1800 6        
