ArrayTaskID date     time lead time
0           20010916 0000 150      
1           20010916 0600 144      
2           20010916 1200 138      
3           20010916 1800 132      
4           20010917 0000 126      
5           20010917 0600 120      
6           20010917 1200 114      
7           20010917 1800 108      
8           20010918 0000 102      
9           20010918 0600 96       
10          20010918 1200 90       
11          20010918 1800 84       
12          20010919 0000 78       
13          20010919 0600 72       
14          20010919 1200 66       
15          20010919 1800 60       
16          20010920 0000 54       
17          20010920 0600 48       
18          20010920 1200 42       
19          20010920 1800 36       
20          20010921 0000 30       
21          20010921 0600 24       
22          20010921 1200 18       
23          20010921 1800 12       
24          20010922 0000 6        
