ArrayTaskID date     time lead time
0           20010525 1800 168      
1           20010526 0000 162      
2           20010526 0600 156      
3           20010526 1200 150      
4           20010526 1800 144      
5           20010527 0000 138      
6           20010527 0600 132      
7           20010527 1200 126      
8           20010527 1800 120      
9           20010528 0000 114      
10          20010528 0600 108      
11          20010528 1200 102      
12          20010528 1800 96       
13          20010529 0000 90       
14          20010529 0600 84       
15          20010529 1200 78       
16          20010529 1800 72       
17          20010530 0000 66       
18          20010530 0600 60       
19          20010530 1200 54       
20          20010530 1800 48       
21          20010531 0000 42       
22          20010531 0600 36       
23          20010531 1200 30       
24          20010531 1800 24       
25          20010601 0000 18       
26          20010601 0600 12       
27          20010601 1200 6        
