ArrayTaskID date     time lead time
0           20011011 0600 108      
1           20011011 1200 102      
2           20011011 1800 96       
3           20011012 0000 90       
4           20011012 0600 84       
5           20011012 1200 78       
6           20011012 1800 72       
7           20011013 0000 66       
8           20011013 0600 60       
9           20011013 1200 54       
10          20011013 1800 48       
11          20011014 0000 42       
12          20011014 0600 36       
13          20011014 1200 30       
14          20011014 1800 24       
15          20011015 0000 18       
16          20011015 0600 12       
17          20011015 1200 6        
