ArrayTaskID date     time lead time
0           20010816 0000 168      
1           20010816 0600 150      
2           20010816 0600 162      
3           20010816 1200 144      
4           20010816 1200 156      
5           20010816 1800 138      
6           20010816 1800 150      
7           20010817 0000 132      
8           20010817 0000 144      
9           20010817 0600 126      
10          20010817 0600 138      
11          20010817 1200 120      
12          20010817 1200 132      
13          20010817 1800 114      
14          20010817 1800 126      
15          20010818 0000 108      
16          20010818 0000 120      
17          20010818 0600 102      
18          20010818 0600 114      
19          20010818 1200 96       
20          20010818 1200 108      
21          20010818 1800 90       
22          20010818 1800 102      
23          20010819 0000 84       
24          20010819 0000 96       
25          20010819 0600 78       
26          20010819 0600 90       
27          20010819 1200 72       
28          20010819 1200 84       
29          20010819 1800 66       
30          20010819 1800 78       
31          20010820 0000 60       
32          20010820 0000 72       
33          20010820 0600 54       
34          20010820 0600 66       
35          20010820 1200 48       
36          20010820 1200 60       
37          20010820 1800 42       
38          20010820 1800 54       
39          20010821 0000 36       
40          20010821 0000 48       
41          20010821 0600 30       
42          20010821 0600 42       
43          20010821 1200 24       
44          20010821 1200 36       
45          20010821 1800 18       
46          20010821 1800 30       
47          20010822 0000 12       
48          20010822 0000 24       
49          20010822 0600 6        
50          20010822 0600 18       
51          20010822 1200 12       
52          20010822 1200 36       
53          20010822 1200 168      
54          20010822 1800 6        
55          20010822 1800 30       
56          20010822 1800 162      
57          20010823 0000 24       
58          20010823 0000 156      
59          20010823 0600 18       
60          20010823 0600 150      
61          20010823 1200 12       
62          20010823 1200 144      
63          20010823 1800 6        
64          20010823 1800 138      
65          20010824 0000 30       
66          20010824 0000 132      
67          20010824 0600 24       
68          20010824 0600 126      
69          20010824 1200 18       
70          20010824 1200 120      
71          20010824 1800 12       
72          20010824 1800 114      
73          20010825 0000 6        
74          20010825 0000 108      
75          20010825 0600 102      
76          20010825 1200 96       
77          20010825 1800 90       
78          20010826 0000 84       
79          20010826 0000 168      
80          20010826 0600 78       
81          20010826 0600 126      
82          20010826 0600 162      
83          20010826 0600 168      
84          20010826 1200 72       
85          20010826 1200 120      
