ArrayTaskID date     time lead time
0           20010411 1200 18       
1           20010411 1800 12       
2           20010412 0000 6        
3           20010415 1200 168      
4           20010415 1800 168      
5           20010416 0000 162      
6           20010416 0000 168      
7           20010416 0600 156      
8           20010416 0600 168      
9           20010416 1200 150      
10          20010416 1200 168      
11          20010416 1800 144      
12          20010416 1800 168      
13          20010417 0000 138      
14          20010417 0000 168      
15          20010417 0600 132      
16          20010417 0600 162      
17          20010417 1200 126      
18          20010417 1200 156      
19          20010417 1800 120      
20          20010417 1800 150      
21          20010418 0000 114      
22          20010418 0000 144      
23          20010418 0600 108      
24          20010418 0600 138      
25          20010418 1200 102      
26          20010418 1200 132      
27          20010418 1800 96       
28          20010418 1800 126      
29          20010419 0000 90       
30          20010419 0000 120      
31          20010419 0600 84       
32          20010419 0600 114      
33          20010419 1200 78       
34          20010419 1200 108      
35          20010419 1800 72       
36          20010419 1800 102      
37          20010420 0000 66       
38          20010420 0000 96       
39          20010420 0600 60       
40          20010420 0600 90       
41          20010420 1200 54       
42          20010420 1200 84       
43          20010420 1800 48       
44          20010420 1800 78       
45          20010421 0000 42       
46          20010421 0000 72       
47          20010421 0600 36       
48          20010421 0600 66       
49          20010421 1200 30       
50          20010421 1200 60       
51          20010421 1800 24       
52          20010421 1800 54       
53          20010422 0000 18       
54          20010422 0000 48       
55          20010422 0600 12       
56          20010422 0600 42       
57          20010422 1200 6        
58          20010422 1200 36       
59          20010422 1800 30       
60          20010423 0000 24       
61          20010423 0600 18       
62          20010423 1200 12       
63          20010423 1800 6        
64          20010505 0000 168      
65          20010505 0600 168      
66          20010505 1200 168      
67          20010505 1800 168      
68          20010506 0000 168      
69          20010506 0600 168      
70          20010506 1200 168      
71          20010506 1800 168      
72          20010507 0000 168      
73          20010507 0600 168      
74          20010507 1200 168      
75          20010507 1800 168      
76          20010508 0000 168      
77          20010508 0600 168      
78          20010508 1200 168      
79          20010508 1800 162      
80          20010509 0000 156      
81          20010509 0600 150      
82          20010509 1200 144      
83          20010509 1800 138      
84          20010510 0000 132      
85          20010510 0600 126      
86          20010510 1200 120      
87          20010510 1800 114      
88          20010511 0000 108      
89          20010511 0600 102      
90          20010511 1200 96       
91          20010511 1800 90       
92          20010512 0000 84       
93          20010512 0600 78       
94          20010512 1200 72       
95          20010512 1800 66       
