ArrayTaskID date     time lead time
0           20011020 1200 114      
1           20011020 1800 108      
2           20011021 0000 102      
3           20011021 0600 96       
4           20011021 1200 90       
5           20011021 1800 84       
6           20011022 0000 78       
7           20011022 0600 72       
8           20011022 1200 66       
9           20011022 1800 60       
10          20011023 0000 54       
11          20011023 0600 48       
12          20011023 1200 42       
13          20011023 1800 36       
14          20011024 0000 30       
15          20011024 0600 24       
16          20011024 1200 18       
17          20011024 1800 12       
18          20011025 0000 6        
