ArrayTaskID date     time lead time
0           20010401 0600 144      
1           20010401 1200 138      
2           20010401 1800 132      
3           20010402 0000 126      
4           20010402 0600 120      
5           20010402 1200 114      
6           20010402 1800 108      
7           20010403 0000 102      
8           20010403 0600 96       
9           20010403 1200 90       
10          20010403 1800 84       
11          20010404 0000 78       
12          20010404 0600 72       
13          20010404 1200 66       
14          20010404 1800 60       
15          20010405 0000 54       
16          20010405 0600 48       
17          20010405 1200 42       
18          20010405 1800 36       
19          20010406 0000 30       
20          20010406 0600 24       
21          20010406 1200 18       
22          20010406 1800 12       
23          20010407 0000 6        
