ArrayTaskID date     time lead time
0           20080217 0600 84       
1           20080217 0600 168      
2           20080217 1200 78       
3           20080217 1200 168      
4           20080217 1800 72       
5           20080217 1800 168      
6           20080218 0000 66       
7           20080218 0000 168      
8           20080218 0600 60       
9           20080218 0600 168      
10          20080218 1200 54       
11          20080218 1200 168      
12          20080218 1800 48       
13          20080218 1800 168      
14          20080219 0000 42       
15          20080219 0000 168      
16          20080219 0600 36       
17          20080219 0600 168      
18          20080219 1200 30       
19          20080219 1200 168      
20          20080219 1800 24       
21          20080219 1800 168      
22          20080220 0000 18       
23          20080220 0000 168      
24          20080220 0600 12       
25          20080220 0600 168      
26          20080220 1200 6        
27          20080220 1200 162      
28          20080220 1200 168      
29          20080220 1800 156      
30          20080220 1800 168      
31          20080221 0000 150      
32          20080221 0000 168      
33          20080221 0600 144      
34          20080221 0600 168      
35          20080221 1200 138      
36          20080221 1200 168      
37          20080221 1800 132      
38          20080221 1800 168      
39          20080222 0000 126      
40          20080222 0000 168      
41          20080222 0600 120      
42          20080222 0600 168      
43          20080222 1200 114      
44          20080222 1200 162      
45          20080222 1800 108      
46          20080222 1800 156      
47          20080223 0000 102      
48          20080223 0000 150      
49          20080223 0600 96       
50          20080223 0600 144      
51          20080223 1200 90       
52          20080223 1200 138      
53          20080223 1800 84       
54          20080223 1800 132      
55          20080224 0000 78       
56          20080224 0000 126      
57          20080224 0600 72       
58          20080224 0600 120      
59          20080224 1200 66       
60          20080224 1200 114      
61          20080224 1800 60       
62          20080224 1800 108      
63          20080225 0000 54       
64          20080225 0000 102      
65          20080225 0600 48       
66          20080225 0600 96       
67          20080225 1200 42       
68          20080225 1200 90       
69          20080225 1800 36       
70          20080225 1800 84       
71          20080226 0000 30       
72          20080226 0000 78       
73          20080226 0600 24       
74          20080226 0600 72       
75          20080226 1200 18       
76          20080226 1200 66       
77          20080226 1200 168      
78          20080226 1800 12       
79          20080226 1800 60       
80          20080226 1800 168      
81          20080227 0000 6        
82          20080227 0000 54       
83          20080227 0000 168      
84          20080227 0600 48       
85          20080227 0600 168      
86          20080227 1200 42       
87          20080227 1200 168      
88          20080227 1800 36       
89          20080227 1800 168      
90          20080228 0000 30       
91          20080228 0000 168      
92          20080228 0600 24       
93          20080228 0600 168      
94          20080228 1200 18       
95          20080228 1200 168      
96          20080228 1800 12       
97          20080228 1800 42       
98          20080228 1800 168      
99          20080229 0000 6        
100         20080229 0000 36       
101         20080229 0000 168      
102         20080229 0600 30       
103         20080229 0600 168      
104         20080229 1200 24       
105         20080229 1200 162      
106         20080229 1800 18       
107         20080229 1800 156      
108         20080301 0000 12       
109         20080301 0000 150      
110         20080301 0600 6        
111         20080301 0600 144      
112         20080301 1200 138      
113         20080301 1800 132      
114         20080302 0000 126      
115         20080302 0600 120      
116         20080302 0600 168      
117         20080302 1200 114      
118         20080302 1200 168      
119         20080302 1800 108      
120         20080302 1800 168      
121         20080303 0000 102      
122         20080303 0000 168      
123         20080303 0600 96       
124         20080303 0600 168      
125         20080303 1200 90       
126         20080303 1200 168      
127         20080303 1800 84       
128         20080303 1800 168      
129         20080304 0000 78       
130         20080304 0000 168      
131         20080304 0600 72       
132         20080304 0600 168      
133         20080304 1200 66       
134         20080304 1200 168      
135         20080304 1800 60       
136         20080304 1800 168      
137         20080305 0000 54       
138         20080305 0000 168      
139         20080305 0600 48       
140         20080305 0600 168      
141         20080305 1200 42       
142         20080305 1200 168      
143         20080305 1800 36       
144         20080305 1800 168      
145         20080306 0000 30       
146         20080306 0000 168      
147         20080306 0600 24       
148         20080306 0600 168      
149         20080306 1200 18       
150         20080306 1200 168      
151         20080306 1800 12       
152         20080306 1800 168      
153         20080307 0000 6        
154         20080307 0000 168      
155         20080307 0600 168      
156         20080307 1200 162      
157         20080307 1200 168      
158         20080307 1800 156      
159         20080307 1800 168      
160         20080308 0000 150      
161         20080308 0000 168      
162         20080308 0600 144      
163         20080308 0600 168      
164         20080308 1200 138      
165         20080308 1200 168      
166         20080308 1800 132      
167         20080308 1800 168      
168         20080309 0000 126      
169         20080309 0000 168      
170         20080309 0600 120      
171         20080309 0600 168      
172         20080309 1200 114      
173         20080309 1200 162      
174         20080309 1800 108      
175         20080309 1800 156      
176         20080310 0000 102      
177         20080310 0000 150      
178         20080310 0600 96       
179         20080310 0600 144      
180         20080310 1200 90       
181         20080310 1200 138      
182         20080310 1800 84       
183         20080310 1800 132      
184         20080311 0000 78       
185         20080311 0000 126      
186         20080311 0600 72       
187         20080311 0600 120      
188         20080311 1200 66       
189         20080311 1200 114      
190         20080311 1800 60       
191         20080311 1800 108      
192         20080312 0000 54       
193         20080312 0000 102      
194         20080312 0600 48       
195         20080312 0600 96       
196         20080312 1200 42       
197         20080312 1200 90       
198         20080312 1800 36       
199         20080312 1800 84       
200         20080313 0000 30       
201         20080313 0000 78       
202         20080313 0600 24       
203         20080313 0600 72       
204         20080313 1200 18       
205         20080313 1200 66       
206         20080313 1800 12       
207         20080313 1800 60       
208         20080314 0000 6        
209         20080314 0000 54       
210         20080314 0600 48       
211         20080314 1200 42       
212         20080314 1800 36       
213         20080315 0000 30       
214         20080315 0600 24       
215         20080315 1200 18       
216         20080315 1800 12       
217         20080316 0000 6        
218         20080318 1200 168      
219         20080318 1800 168      
220         20080319 0000 168      
221         20080319 0600 168      
222         20080319 1200 168      
223         20080319 1800 168      
224         20080320 0000 144      
225         20080320 0000 168      
226         20080320 0600 138      
227         20080320 0600 168      
228         20080320 1200 132      
229         20080320 1200 168      
230         20080320 1800 126      
231         20080320 1800 168      
232         20080321 0000 120      
233         20080321 0000 168      
234         20080321 0600 114      
235         20080321 0600 168      
236         20080321 1200 108      
237         20080321 1200 168      
238         20080321 1800 102      
239         20080321 1800 168      
240         20080322 0000 96       
241         20080322 0000 168      
242         20080322 0600 90       
243         20080322 0600 168      
244         20080322 1200 84       
245         20080322 1200 168      
246         20080322 1800 78       
247         20080322 1800 168      
248         20080323 0000 72       
249         20080323 0000 168      
250         20080323 0600 66       
251         20080323 0600 168      
252         20080323 1200 60       
253         20080323 1200 162      
254         20080323 1200 168      
255         20080323 1800 54       
256         20080323 1800 156      
257         20080323 1800 168      
258         20080324 0000 48       
259         20080324 0000 150      
260         20080324 0000 168      
261         20080324 0600 42       
262         20080324 0600 144      
263         20080324 0600 168      
264         20080324 1200 36       
265         20080324 1200 138      
266         20080324 1200 168      
267         20080324 1800 30       
268         20080324 1800 132      
269         20080324 1800 162      
270         20080325 0000 24       
271         20080325 0000 126      
272         20080325 0000 156      
273         20080325 0600 18       
274         20080325 0600 120      
275         20080325 0600 150      
276         20080325 1200 12       
277         20080325 1200 114      
278         20080325 1200 144      
279         20080325 1800 6        
280         20080325 1800 108      
281         20080325 1800 138      
282         20080326 0000 102      
283         20080326 0000 132      
284         20080326 0600 96       
285         20080326 0600 126      
286         20080326 1200 90       
287         20080326 1200 120      
288         20080326 1800 84       
289         20080326 1800 114      
290         20080327 0000 78       
291         20080327 0000 108      
292         20080327 0600 72       
293         20080327 0600 102      
294         20080327 1200 66       
295         20080327 1200 96       
296         20080327 1800 60       
297         20080327 1800 90       
298         20080328 0000 54       
299         20080328 0000 84       
