ArrayTaskID date     time lead time
0           20080919 0000 108      
1           20080919 0000 162      
2           20080919 0600 102      
3           20080919 0600 156      
4           20080919 1200 96       
5           20080919 1200 150      
6           20080919 1800 90       
7           20080919 1800 144      
8           20080920 0000 84       
9           20080920 0000 138      
10          20080920 0600 78       
11          20080920 0600 132      
12          20080920 1200 72       
13          20080920 1200 126      
14          20080920 1800 66       
15          20080920 1800 120      
16          20080921 0000 60       
17          20080921 0000 114      
18          20080921 0600 54       
19          20080921 0600 108      
20          20080921 1200 48       
21          20080921 1200 102      
22          20080921 1800 42       
23          20080921 1800 96       
24          20080922 0000 36       
25          20080922 0000 90       
26          20080922 0600 30       
27          20080922 0600 84       
28          20080922 1200 24       
29          20080922 1200 78       
30          20080922 1800 18       
31          20080922 1800 72       
32          20080923 0000 12       
33          20080923 0000 66       
34          20080923 0600 6        
35          20080923 0600 60       
36          20080923 1200 54       
37          20080923 1200 168      
38          20080923 1800 48       
39          20080923 1800 168      
40          20080924 0000 42       
41          20080924 0000 168      
42          20080924 0600 36       
43          20080924 0600 168      
44          20080924 1200 30       
45          20080924 1200 168      
46          20080924 1800 24       
47          20080924 1800 168      
48          20080925 0000 18       
49          20080925 0000 132      
50          20080925 0000 168      
51          20080925 0600 12       
52          20080925 0600 126      
53          20080925 0600 168      
54          20080925 1200 6        
55          20080925 1200 120      
56          20080925 1200 168      
57          20080925 1800 114      
58          20080925 1800 168      
59          20080926 0000 108      
60          20080926 0000 168      
61          20080926 0600 102      
62          20080926 0600 168      
63          20080926 1200 96       
64          20080926 1200 168      
65          20080926 1800 90       
66          20080926 1800 168      
67          20080927 0000 84       
68          20080927 0000 168      
69          20080927 0600 78       
70          20080927 0600 168      
71          20080927 1200 72       
72          20080927 1200 162      
73          20080927 1200 168      
74          20080927 1800 66       
75          20080927 1800 72       
76          20080927 1800 156      
77          20080927 1800 168      
78          20080928 0000 60       
79          20080928 0000 66       
80          20080928 0000 150      
81          20080928 0000 168      
82          20080928 0600 54       
83          20080928 0600 60       
84          20080928 0600 144      
85          20080928 0600 162      
86          20080928 0600 168      
87          20080928 1200 48       
88          20080928 1200 54       
89          20080928 1200 138      
90          20080928 1200 156      
91          20080928 1200 168      
92          20080928 1800 42       
93          20080928 1800 48       
94          20080928 1800 132      
95          20080928 1800 150      
96          20080928 1800 168      
97          20080929 0000 36       
98          20080929 0000 42       
99          20080929 0000 126      
100         20080929 0000 144      
101         20080929 0000 168      
102         20080929 0600 30       
103         20080929 0600 36       
104         20080929 0600 120      
105         20080929 0600 138      
106         20080929 0600 168      
107         20080929 1200 24       
108         20080929 1200 30       
109         20080929 1200 114      
110         20080929 1200 132      
111         20080929 1200 162      
112         20080929 1800 18       
113         20080929 1800 24       
114         20080929 1800 108      
115         20080929 1800 126      
116         20080929 1800 156      
117         20080930 0000 12       
118         20080930 0000 18       
119         20080930 0000 102      
120         20080930 0000 120      
121         20080930 0000 150      
122         20080930 0600 6        
123         20080930 0600 12       
124         20080930 0600 96       
125         20080930 0600 114      
126         20080930 0600 144      
127         20080930 1200 6        
128         20080930 1200 90       
129         20080930 1200 108      
130         20080930 1200 138      
131         20080930 1800 84       
132         20080930 1800 102      
133         20080930 1800 132      
134         20081001 0000 78       
135         20081001 0000 96       
136         20081001 0000 126      
137         20081001 0600 72       
138         20081001 0600 90       
139         20081001 0600 120      
140         20081001 0600 168      
141         20081001 1200 66       
142         20081001 1200 84       
143         20081001 1200 114      
144         20081001 1200 168      
