ArrayTaskID date     time lead time
0           20080318 1200 168      
1           20080318 1800 168      
2           20080319 0000 168      
3           20080319 0600 168      
4           20080319 1200 168      
5           20080319 1800 168      
6           20080320 0000 168      
7           20080320 0600 168      
8           20080320 1200 168      
9           20080320 1800 168      
10          20080321 0000 168      
11          20080321 0600 168      
12          20080321 1200 168      
13          20080321 1800 168      
14          20080322 0000 168      
15          20080322 0600 168      
16          20080322 1200 168      
17          20080322 1800 168      
18          20080323 0000 168      
19          20080323 0600 168      
20          20080323 1200 168      
21          20080323 1800 168      
22          20080324 0000 168      
23          20080324 0600 168      
24          20080324 1200 168      
25          20080324 1800 162      
26          20080325 0000 156      
27          20080325 0600 150      
28          20080325 1200 144      
29          20080325 1800 138      
30          20080326 0000 132      
31          20080326 0600 126      
32          20080326 1200 120      
33          20080326 1800 114      
34          20080327 0000 108      
35          20080327 0600 102      
36          20080327 1200 96       
37          20080327 1800 90       
38          20080328 0000 84       
39          20080328 0600 78       
40          20080328 1200 72       
41          20080328 1800 66       
42          20080329 0000 60       
43          20080329 0600 54       
44          20080329 1200 48       
45          20080329 1800 42       
46          20080330 0000 36       
47          20080330 0600 30       
48          20080330 1200 24       
49          20080330 1800 18       
50          20080331 0000 12       
51          20080331 0600 6        
