ArrayTaskID date     time lead time
0           20100722 0600 84       
1           20100722 1200 78       
2           20100722 1800 72       
3           20100723 0000 66       
4           20100723 0600 60       
5           20100723 1200 54       
6           20100723 1800 48       
7           20100724 0000 42       
8           20100724 0600 36       
9           20100724 1200 30       
10          20100724 1800 24       
11          20100725 0000 18       
12          20100725 0600 12       
13          20100725 1200 6        
