ArrayTaskID date     time lead time
0           20091208 0000 168      
1           20091208 0600 168      
2           20091208 1200 168      
3           20091208 1800 168      
4           20091209 0000 168      
5           20091209 0600 168      
6           20091209 1200 168      
7           20091209 1800 168      
8           20091210 0000 168      
9           20091210 0600 168      
10          20091210 1200 168      
11          20091210 1800 168      
12          20091211 0000 168      
13          20091211 0600 168      
14          20091211 1200 168      
15          20091211 1800 168      
16          20091212 0000 168      
17          20091212 0600 168      
18          20091212 1200 168      
19          20091212 1800 168      
20          20091213 0000 168      
21          20091213 0600 168      
22          20091213 1200 168      
23          20091213 1800 168      
24          20091214 0000 168      
25          20091214 0600 168      
26          20091214 1200 168      
27          20091214 1800 168      
28          20091215 0000 168      
29          20091215 0600 168      
30          20091215 1200 168      
31          20091215 1800 168      
32          20091216 0000 168      
33          20091216 0600 168      
34          20091216 1200 168      
35          20091216 1800 168      
36          20091217 0000 162      
37          20091217 0600 156      
38          20091217 1200 150      
39          20091217 1800 144      
40          20091218 0000 138      
41          20091218 0600 132      
42          20091218 1200 126      
43          20091218 1800 120      
44          20091219 0000 114      
45          20091219 0600 108      
46          20091219 1200 102      
47          20091219 1800 96       
48          20091220 0000 90       
49          20091220 0600 84       
50          20091220 1200 78       
51          20091220 1800 72       
52          20091221 0000 66       
53          20091221 0600 60       
54          20091221 1200 54       
55          20091221 1800 48       
56          20091222 0000 42       
57          20091222 0600 36       
58          20091222 1200 30       
59          20091222 1800 24       
60          20091223 0000 18       
61          20091223 0600 12       
62          20091223 1200 6        
