ArrayTaskID date     time lead time
0           20170510 1800 114      
1           20170511 0000 108      
2           20170511 0600 102      
3           20170511 1200 96       
4           20170511 1800 90       
5           20170512 0000 84       
6           20170512 0600 78       
7           20170512 1200 72       
8           20170512 1800 66       
9           20170513 0000 60       
10          20170513 0600 54       
11          20170513 1200 48       
12          20170513 1800 42       
13          20170514 0000 36       
14          20170514 0600 30       
15          20170514 1200 24       
16          20170514 1800 18       
17          20170515 0000 12       
18          20170515 0600 6        
