ArrayTaskID date     time lead time
0           20120803 0000 24       
1           20120803 0000 48       
2           20120803 0000 168      
3           20120803 0600 18       
4           20120803 0600 42       
5           20120803 0600 120      
6           20120803 0600 168      
7           20120803 1200 12       
8           20120803 1200 36       
9           20120803 1200 114      
10          20120803 1200 162      
11          20120803 1200 168      
12          20120803 1800 6        
13          20120803 1800 30       
14          20120803 1800 108      
15          20120803 1800 156      
16          20120803 1800 168      
17          20120804 0000 24       
18          20120804 0000 102      
19          20120804 0000 150      
20          20120804 0000 168      
21          20120804 0600 18       
22          20120804 0600 96       
23          20120804 0600 144      
24          20120804 0600 168      
25          20120804 1200 12       
26          20120804 1200 90       
27          20120804 1200 138      
28          20120804 1200 162      
29          20120804 1200 168      
30          20120804 1800 6        
31          20120804 1800 84       
32          20120804 1800 132      
33          20120804 1800 156      
34          20120804 1800 168      
35          20120805 0000 78       
36          20120805 0000 126      
37          20120805 0000 150      
38          20120805 0000 168      
39          20120805 0600 72       
40          20120805 0600 120      
41          20120805 0600 144      
42          20120805 0600 168      
43          20120805 1200 66       
44          20120805 1200 114      
45          20120805 1200 138      
46          20120805 1200 162      
47          20120805 1800 60       
48          20120805 1800 108      
49          20120805 1800 132      
50          20120805 1800 156      
51          20120806 0000 54       
52          20120806 0000 102      
53          20120806 0000 126      
54          20120806 0000 150      
55          20120806 0000 168      
56          20120806 0600 48       
57          20120806 0600 96       
58          20120806 0600 120      
59          20120806 0600 144      
60          20120806 0600 168      
61          20120806 1200 42       
62          20120806 1200 90       
63          20120806 1200 114      
64          20120806 1200 138      
65          20120806 1200 168      
66          20120806 1800 36       
67          20120806 1800 84       
68          20120806 1800 108      
69          20120806 1800 132      
70          20120806 1800 168      
71          20120807 0000 30       
72          20120807 0000 78       
73          20120807 0000 102      
74          20120807 0000 126      
75          20120807 0000 168      
76          20120807 0600 24       
77          20120807 0600 72       
78          20120807 0600 96       
79          20120807 0600 120      
80          20120807 0600 162      
81          20120807 1200 18       
82          20120807 1200 66       
83          20120807 1200 90       
84          20120807 1200 114      
85          20120807 1200 156      
86          20120807 1800 12       
87          20120807 1800 60       
88          20120807 1800 84       
89          20120807 1800 108      
90          20120807 1800 150      
91          20120808 0000 6        
92          20120808 0000 54       
93          20120808 0000 78       
94          20120808 0000 102      
95          20120808 0000 144      
96          20120808 0600 48       
97          20120808 0600 72       
98          20120808 0600 96       
99          20120808 0600 138      
100         20120808 1200 42       
101         20120808 1200 66       
102         20120808 1200 90       
103         20120808 1200 132      
104         20120808 1800 36       
105         20120808 1800 60       
106         20120808 1800 84       
107         20120808 1800 126      
108         20120809 0000 30       
109         20120809 0000 54       
110         20120809 0000 78       
111         20120809 0000 120      
112         20120809 0600 24       
113         20120809 0600 48       
114         20120809 0600 72       
115         20120809 0600 114      
116         20120809 1200 18       
117         20120809 1200 42       
118         20120809 1200 66       
119         20120809 1200 108      
120         20120809 1800 12       
121         20120809 1800 36       
122         20120809 1800 60       
123         20120809 1800 102      
124         20120809 1800 168      
125         20120810 0000 6        
126         20120810 0000 30       
127         20120810 0000 54       
128         20120810 0000 96       
129         20120810 0000 168      
130         20120810 0600 24       
131         20120810 0600 48       
132         20120810 0600 90       
133         20120810 0600 168      
134         20120810 1200 18       
135         20120810 1200 42       
136         20120810 1200 84       
137         20120810 1200 168      
138         20120810 1800 12       
139         20120810 1800 36       
140         20120810 1800 78       
141         20120810 1800 168      
142         20120811 0000 6        
143         20120811 0000 30       
144         20120811 0000 72       
145         20120811 0000 168      
146         20120811 0600 24       
147         20120811 0600 66       
148         20120811 0600 168      
149         20120811 1200 18       
150         20120811 1200 60       
151         20120811 1200 168      
152         20120811 1800 12       
153         20120811 1800 54       
154         20120811 1800 162      
155         20120811 1800 168      
156         20120812 0000 6        
157         20120812 0000 48       
158         20120812 0000 156      
159         20120812 0000 168      
160         20120812 0600 42       
161         20120812 0600 150      
162         20120812 0600 162      
163         20120812 0600 168      
164         20120812 1200 36       
165         20120812 1200 144      
166         20120812 1200 156      
167         20120812 1200 168      
168         20120812 1800 30       
169         20120812 1800 138      
170         20120812 1800 150      
171         20120812 1800 168      
172         20120813 0000 24       
173         20120813 0000 132      
174         20120813 0000 144      
175         20120813 0000 168      
176         20120813 0600 18       
