ArrayTaskID date     time lead time
0           20120131 1800 168      
1           20120201 0000 168      
2           20120201 0600 168      
3           20120201 1200 168      
4           20120201 1800 168      
5           20120202 0000 168      
6           20120202 0600 168      
7           20120202 1200 168      
8           20120202 1800 168      
9           20120203 0000 168      
10          20120203 0600 168      
11          20120203 1200 168      
12          20120203 1800 168      
13          20120204 0000 168      
14          20120204 0600 168      
15          20120204 1200 168      
16          20120204 1800 168      
17          20120205 0000 168      
18          20120205 0600 168      
19          20120205 1200 168      
20          20120205 1800 168      
21          20120206 0000 168      
22          20120206 0600 168      
23          20120206 1200 168      
24          20120206 1800 168      
25          20120207 0000 168      
26          20120207 0600 168      
27          20120207 1200 168      
28          20120207 1800 168      
29          20120208 0000 168      
30          20120208 0600 168      
31          20120208 1200 168      
32          20120208 1800 168      
33          20120209 0000 168      
34          20120209 0600 168      
35          20120209 1200 168      
36          20120209 1800 168      
37          20120210 0000 162      
38          20120210 0600 156      
39          20120210 1200 150      
40          20120210 1800 144      
41          20120211 0000 138      
42          20120211 0600 132      
43          20120211 1200 126      
44          20120211 1800 120      
45          20120212 0000 114      
46          20120212 0600 108      
47          20120212 1200 102      
48          20120212 1800 96       
49          20120213 0000 90       
50          20120213 0600 84       
51          20120213 1200 78       
52          20120213 1800 72       
53          20120214 0000 66       
54          20120214 0600 60       
55          20120214 1200 54       
56          20120214 1800 48       
57          20120215 0000 42       
58          20120215 0600 36       
59          20120215 1200 30       
60          20120215 1800 24       
61          20120216 0000 18       
62          20120216 0600 12       
63          20120216 1200 6        
