ArrayTaskID date     time lead time
0           20111223 1200 144      
1           20111223 1800 138      
2           20111224 0000 132      
3           20111224 0600 126      
4           20111224 1200 120      
5           20111224 1800 114      
6           20111225 0000 108      
7           20111225 0600 102      
8           20111225 1200 96       
9           20111225 1800 90       
10          20111226 0000 84       
11          20111226 0600 78       
12          20111226 1200 72       
13          20111226 1800 66       
14          20111227 0000 60       
15          20111227 0600 54       
16          20111227 1200 48       
17          20111227 1800 42       
18          20111228 0000 36       
19          20111228 0600 30       
20          20111228 1200 24       
21          20111228 1800 18       
22          20111229 0000 12       
23          20111229 0600 6        
